tweet_text,cyberbullying_type
mattietrump eat lot protein eat lot pussy mattietrumpstipsforabetterlife eat whole as,Offensive
maxwell larsen jakes bitch,Offensive
mecause mrae lot male need dress real men halloween since act like bitch year,Offensive
mick peddicord water polo fuck hard respect yeah pussy,Offensive
mightbekoi satisfy x troyy edward oss sparkle bitch reality,Offensive
moffettmm get do last final walkin around campus like place queer,Offensive
mosoknowso photographer back story start pussy believethat cantknockthahussle,Offensive
mrdelightfullll sound like fag last day emotion inspire,Offensive
mutateroos seminole redskins k seminole tribe get agreement fsu pay use name,Offensive
mydick suckthat pussy wet,Offensive
neiallure amp feel disrespect bitch try suck dry lip,Offensive
nihao rocky retweet drtruth hype bread loaf chick chill dyke rapper,Offensive
niggaimtatted nigga want good girl still wan na fuck hoe go work get ta pick one boy stfu,Offensive
nigggapino splash onna bitch wednesday tomorrow,Offensive
nikedownluis vintage monroe damn brownie swear laugh as,Offensive
nogovy shake head bitch hater dare blackgirls jealousy yooo loool,Offensive
officialzyon pussy stank,Offensive
ohshititsrandy remember bro brianlovesass show people,Offensive
onstar monday whole lot well drive vehicle white pussy uhhh get ya,Offensive
optic nadeshot longer side bitch prosyndicate zneezy good,Offensive
osmanmasabah spit people show raise right another word bitch nigga trait victorsmith,Offensive
prayingforhead spongebob beating bitch,Offensive
prettyxeyes information favorite type bitch,Offensive
putya han onit tweet nochill small titty bitch pierce nipple look like staple lmao,Offensive
quathegreat ready blow bitch rellos,Offensive
ramzyjay try keep bitch lay away way feel,Offensive
rawritstaraa trust bitch nah,Offensive
rell hundo evaittakes boney shit right see em walk street ctfu crib tho lucky nig,Offensive
residimples heard thigh gap way tell bitch pussy loose,Offensive
residinero tonyjetsfoo laugh loud haha hahahahahahahahahaahah deez nut bitch,Offensive
rightinher pssy fuck right pussy wish dude grandpa,Offensive
rihannaglfs see bitch talk smack playground,Offensive
rspectmy pretty bitch come hope slick shit yap thuggin,Offensive
rudeboi draw finna eat pussy laugh as,Offensive
salutemyrainbow thatkiduriah bitch like messy bun,Offensive
savingnohoes ask imma eat pussy,Offensive
sem live leave bitchin bitch,Offensive
smithaaaaaa tat nsnapbacks last night well fun lmao get pussy ya vern unfortunately laugh loud,Offensive
sair lucky ashit get shawty want niggah tryna keep,Offensive
shiannealvarez xo maybe cuz put trust bitch lady maybe fucking song,Offensive
slimthickchicks yellow rock hard,Offensive
sodamntrue live constant fear shit bird well actually fuck happen sooooo,Offensive
sotribe kasey surround bad bitch can not keep face wheretheyatdoe,Offensive
southsidevic pussy treat condom like car treat seatbelt keep beep put,Offensive
stevestfler relationship end life stop whiny bitch,Offensive
stfu nobodycare codizzlleee satisfy x fck like hoe thank ima classy bitch dead,Offensive
stognerallie jealous bitch like subtweet hoe,Offensive
stoney blu big braid gel baby hair havin bitch look like dashiki menace discussion,Offensive
thqcheerios tropicalblanket go sleep bitch stfu,Offensive
tketterhagen lars matthews nspan really like like people town everyone else faggot,Offensive
taecocky bitch childish af one sister would crash,Offensive
terren janay nobody want bum except bum bitch,Offensive
thatdamntwerk gon na take retweet drtruth hoe gon na let come spend money listen,Offensive
thatdamntwerk beef bitch titty look like sleep retweet laidback beef,Offensive
thatirvnation today long practice bitch,Offensive
thatindianbruh food gt pussy pussy food food pussy,Offensive
therealtenski miss ex pussy,Offensive
therealtootie smoke like backwoods day cop dem bitch da box woe,Offensive
torijberman lover old bitch,Offensive
torijberman shavonne ballet middle street last night fell bitch ballet,Offensive
traceydee want pussy dinner,Offensive
trapfuhrer nude trash get ta draw clothes back send em back,Offensive
trillog malik vintage monroe knee as crow as,Offensive
trillvanillaaa feel like twerking yo pussy stank,Offensive
tvvitterfamouse ugly af stick one retweet cannon new avi trash nah,Offensive
tylar single shit bore suck bitch,Offensive
uccrushes trenton gossman sexy hillbilly ever see,Offensive
ucfgawd cry guy thanksgiving nah bitch pick head make turkey soggy thanks shanni pat turkey dry,Offensive
unbearabletier ate oomf pussy,Offensive
untouchable ion care none bitch,Offensive
untouchable never see many perfect bitch today learn make twitter,Offensive
vabtwin vivalaquintaa agree eat pussy much good nasty,Offensive
weeedith want bitch big boooty bitch,Offensive
wavygodd like ghetto female,Offensive
whale tail wan na go workout come back home lay bed jerk kill two bird one stone,Offensive
whattheffacts orangutan try sex actress julia robert smart monkey,Offensive
woo chamberlain make interview bitch fin huh laughing loud,Offensive
xenoss single af care ugly anyways pussy,Offensive
yaboyroshi try smash pussy stank,Offensive
kane lmaooo find shit funny hoe content work one nigga boring,Offensive
beautifulkeezy beautifulkeezy wassup bye bitch outta order,Offensive
beautifulkeezy im win bitch,Offensive
beautifulkeezy hoe play like send baby cain niggah yes messy,Offensive
ciaraaas thing love weed pussy life,Offensive
dmill blackmigo kyrie fast bitch ball look like lol lol wish,Offensive
imtrillasfuk snap chat name please bitch snapchatt,Offensive
jiare wb pooh x bitch yeah know probably party,Offensive
onebadcreation boyfriends eat yo pussy day long ur da real mvp,Offensive
ottomattic make salad vegetable bitch give break potato salad,Offensive
perarl im happy morning shave pussy cuteness always set good day u need dick,Offensive
playachris laugh ex tryna stunt bitch forget go know get amp get,Offensive
withfinesse shane laugh loud get rise dat nicca tho never forget lol yee trippin,Offensive
idonthaveone friend insensitive bitch,Offensive
lilboodyjudy tryna get snow day dick gon make nicca wreck tryn pull ya,Offensive
neecol like tf bitch follow,Offensive
tharealist dis hoe bri fuck wet dream pop dream like,Offensive
tharealist lil bitty bitch lingo,Offensive
tharealist shawty wan na charge pussy like whoa turnt cash use fuck free,Offensive
chelousmuch bitch im weakkk vic,Offensive
heyshelby bitch bitch griiind thug luuuuuuv,Offensive
honeysays phone charge backwards retard,Offensive
imshawntee want pussy wishfulthinking,Offensive
tellmeboutlove give bitch bib since wan na act messy,Offensive
thegodmother im excite boosie get valentine day get vday pussy allstar weeekend pussy mardi gras,Offensive
xcianna like popeye spicy chicken bitch boa trippen,Offensive
alexvelazquez jordyn stay make fun eat like little bitch,Offensive
alicia aint special niglet retweet vice fly chill wit greg people walk ask take pic hatin,Offensive
annijohnesce grow bitch cute,Offensive
beautifullapril go take summer binge alll fly bitch bless atl turnup thank,Offensive
blyth chaserojo fuck top lip pussy lilshwenda,Offensive
briceokc cigarette gross half bitch smoke cigarette gfys,Offensive
bwanaaa like bitch,Offensive
cb marie evaittakes bitch know lmaooo,Offensive
cb marie need find damn job evaittakes cb marie need find bitch job right,Offensive
chloeonvine kid right smack hoe,Offensive
cierravillela yeah really far alright like live whole lot hick haha,Offensive
codizzlleee satisfy x stfu nobodycare well know victoria secret yea cocoa puff bird fucking,Offensive
coffincreepxx whatareollies niggah friendzoned daaaaaaaam,Offensive
colormeprettyyy xo tavia bitch im back home,Offensive
concretesledge gwyneth paltrow ugly ass big bird look bitch shut fuck lt lt pretty much face bravo,Offensive
cooney mane brianmc play great job retard,Offensive
daaamian tankgonzalez stop bitch,Offensive
daberellla demolish huge bitch caring,Offensive
dablueprint nigeldixon think alex game sorry son bitch never win us game,Offensive
daijahshardaee bitch late ion expose,Offensive
dappermuke bitch bitch fandomapology sosfamand dfandomfollowparty preach,Offensive
dewayneee pussy wet get ta dry outside stop telling business,Offensive
dlogue asian short bed foot hang edge bed cuddle bitch right beside,Offensive
dnumberbefore vice fly dnumberbefore regular nig play b laugh loud ima b ig famous day count somethin,Offensive
dolodwills imma pull eat pussy dip,Offensive
dreadheadkidd pussy prolly taste like heaven,Offensive
drphildontehue know give fuck woman lingerie match love hairy pussy much,Offensive
erickruiz want baddest bitch world right lap aidualc,Offensive
eternalhbic halfjewish still get pussy jus rational fag,Offensive
fabbymichelle aw oh god show make cry pussy man really,Offensive
flvshy might go plaq hc bitch go go,Offensive
garcialaura virgilio lla heartbroken tx inniz ho lmao haha naw chill one laugh vdawg,Offensive
garytiffany make tell bitch,Offensive
girlideas bitch stand like want mj smooth criminal video bad,Offensive
goodbadguytim bitch gmfu huh huh laugh loud,Offensive
hernandezeli back hoe want hot,Offensive
hippiescrub believe wiz khalifa one bald bitch get divorce,Offensive
idisrespecthoez retweet godofmilfs single mom get proven pussy laugh loud fckd truuu,Offensive
idntwearcondoms get put offer pussy mad receive dick,Offensive
ikayking thing hoe say,Offensive
itweet uglyppl kirbymouf one want ugly nigga get stress hoe lt lie,Offensive
iamshiraq whereyohussleat caymarieee yall partner crime bitch can not ride solo,Offensive
iank ltomasiello ajdougherty even lift pussy,Offensive
iank half tempt go outside run phone car piece shit fuckiphones pussy,Offensive
inherribs early put face pussy bul never early breakfast,Offensive
isadore vernnotice doc pussy go anywhere,Offensive
ithinkthatway want ear look like want bitch earring laugh loud,Offensive
itsdesha take people niggas bitch play niggas specially baby daddy bs,Offensive
joytooawesome im jessicaaaaa vintage monroe haha bitch,Offensive
justinbieber new song diana well write well do boyzzzzzz bow bitch,Offensive
kaitlinfryer big oleeeee middle finger bitch,Offensive
kanga ruthie people complain price like bitch look like make rule,Offensive
keyna cosmeticjunkiee need get lay sike im celibate bitch like,Offensive
kissme faith evaittakes yea bitch dam,Offensive
koleworld swear emojis,Offensive
koleworld evaittakes bang trust worthy bitch,Offensive
koleworld name stefanie stefanie fuck hoe,Offensive
lildoll grown mature pretty amp etc go window bitch play,Offensive
stew evaittakes laugh loud bitch respond lol cool imma get one jus trust,Offensive
matt chu wagggggie ryanriehle close dude master chan right bitch bow master,Offensive
mckinley vintagebeezy luhv tioo drunk bitch laugh loud,Offensive
miilkkk scale bitch literally,Offensive
mikeceeno see pregnant bitch fight look like sumo wrestler,Offensive
missyf birthday yesssss obviously nobody care bitch,Offensive
najmaaa ali lool agree rt stopitfive fuck show ever watch misfit wen simone wifed hoe saddest,Offensive
nerfgunirwin dalerts saw ashton hardly anyone care wait harry wtf bitch would ashton grill feel,Offensive
way hoesaaay bro bird stay sex daily say look hand,Offensive
prvnceflvcko ex hit miss bullshit lol bitch die,Offensive
rihanna fuck look like ho look like yes ya look like,Offensive
robbyohn kimberley story far scary story ever hear pussy,Offensive
royalriahh fake bitch want hug,Offensive
saidtina uce ina really hate poly bitch man,Offensive
sammyk bitch bitch m bitch,Offensive
schoolfession hung boys bathroom st dominic outlawdipper silly bitch,Offensive
scoop read receipt bitch bitchy bitch ever,Offensive
skimaskjojo waynostra dat bird bitch heavy birdcage bitch byyyyyyrrrrrrrrrrrrr bitch,Offensive
slllick like want love like rashad amp new new shit already get one lie as hoe lmao,Offensive
souljaboy kmichelle ananconda want none unless clean shitty bun hun,Offensive
souljaboy kmichelle shitty pussy,Offensive
souljaboy kmichelle ur pussy smell like dumpster juice wow,Offensive
souljaboy k michelle pussy smell like shit,Offensive
staciaburbidge fat chance ever catch drink beer bitch,Offensive
surfboard vomitdatruth outside house comeout bitch,Offensive
tay torrez amp wealthy retweet drtruth aunt say handsome fuck hoe break,Offensive
taylorsimonee tend sense bitch old sad,Offensive
thatloserbrooke tianna iacovone kiss bitch anytime soon,Offensive
thatsovictorzzz blaxxxican light weight pussy,Offensive
thepizzafacts cute text ey bitch come pizza kellienehls,Offensive
therealiman one want see curvy woman karl lagerfeld retard,Offensive
thomasemmanuelm colt nation put yall money bitch chuassup,Offensive
